,cmc_id,name,current_name,symbol,name_in_duneanalytics,name_in_debank,name_in_defi,name_in_tt,name_in_defistation,name_in_solana
3801,7816.0,Basis Share,Basis Share,BAS,,BAS,,,,
3810,7831.0,Narwhalswap,Narwhalswap,NAR,,,,,Narwhalswap,
3816,7838.0,Base Protocol,Base Protocol,BASE,,Base,,,,
3817,7838.0,Base Protocol,Base Protocol,BASE,,Base Protocol,,,,
3818,7839.0,Degov,Degov,DEGOV,,Degov,,,,
3820,7841.0,Idle,Idle,IDLE,,Idle,Idle Finance,Idle Finance,,
3821,7841.0,Idle,Idle,IDLE,,Idle,Idle-Finance,Idle Finance,,
3823,7844.0,ACryptoS,ACryptoS,ACS,,Acryptos,,,ACryptoS,
3830,7857.0,Mirror Protocol,Mirror Protocol,MIR,,Mirror,,Mirror Protocol,,
3831,7857.0,Mirror Protocol,Mirror Protocol,MIR,,Wrapped MIR Token,,Mirror Protocol,,
3832,7859.0,Badger DAO,Badger DAO,BADGER,,Badger DAO,Badger-DAO,BadgerDAO,,
3841,7874.0,PieDAO DEFI++,PieDAO DEFI++,DEFI++,,PieDAO,PieDAO,PieDAO,,
3842,7875.0,MM Token,MM Token,MM,,MMToken,,,,
3843,7875.0,MM Token,MM Token,MM,,Mushrooms,,,,
3922,7969.0,XVIX,XVIX,XVIX,,XVIX,,,,
3931,7978.0,Bonfida,Bonfida,FIDA,,,,,,Bonfida
3947,8000.0,Lido DAO Token,Lido DAO Token,LDO,,LIDO,,Lido Finance,,Lido
3948,8000.0,Lido DAO Token,Lido DAO Token,LDO,,Lido DAO Token,,Lido Finance,,Lido
3963,8019.0,N3RD Finance,N3RD Finance,N3RDz,,N3rd,,,,
3964,8019.0,N3RD Finance,N3RD Finance,N3RDz,,N3RD.FINANCE,,,,
3973,8029.0,Oxygen,Oxygen,OXY,,,,,,Oxygen
3979,8036.0,YVS.Finance,YVS.Finance,YVS,,YVS,,,,
3980,8036.0,YVS.Finance,YVS.Finance,YVS,,YVS.Finance,,,,
3992,8049.0,Tornado Cash,Tornado Cash,TORN,,Tornado,Tornado Cash,Tornado Cash,,
3993,8049.0,Tornado Cash,Tornado Cash,TORN,,Tornado,Tornado-Cash,Tornado Cash,,
3994,8049.0,Tornado Cash,Tornado Cash,TORN,,TornadoCash,Tornado Cash,Tornado Cash,,
3995,8049.0,Tornado Cash,Tornado Cash,TORN,,TornadoCash,Tornado-Cash,Tornado Cash,,
4001,8056.0,UNION Protocol Governance Token,UNION Protocol Governance Token,UNN,,UNION Protocol Governance Token,,,,
4002,8056.0,UNION Protocol Governance Token,UNION Protocol Governance Token,UNN,,unn,,,,
4009,8063.0,Duck DAO (DLP Duck Token),Duck DAO (DLP Duck Token),DUCK,,DuckDao,,,,
4014,8071.0,OnX Finance,OnX Finance,ONX,,,OnX-Finance,,,
4015,8074.0,Basis Dollar,Basis Dollar,BSD,,Basis Dollar,,,,
4018,8077.0,Rootkit Finance,Rootkit Finance,ROOT,,RootKit,,,,
4022,8083.0,Tokenlon Network Token,Tokenlon Network Token,LON,,Tokenlon,,Tokenlon,,
4031,8100.0,ankrETH,ankrETH,aEth,,Stkr,,,,
4033,8104.0,1inch,1inch,1INCH,1inch,1inch,1inch Liquidity Protocol,1inch,,
4034,8104.0,1inch,1inch,1INCH,1inch,1inch,1inch-Liquidity-Protocol,1inch,,
4035,8104.0,1inch,1inch,1INCH,1inch,1INCH Token,1inch Liquidity Protocol,1inch,,
4036,8104.0,1inch,1inch,1INCH,1inch,1INCH Token,1inch-Liquidity-Protocol,1inch,,
4037,8104.0,1inch,1inch,1INCH,1inch,1inch V1,1inch Liquidity Protocol,1inch,,
4038,8104.0,1inch,1inch,1INCH,1inch,1inch V1,1inch-Liquidity-Protocol,1inch,,
4040,8106.0,Dynamic Set Dollar,Dynamic Set Dollar,DSD,,DSD,,,,
4051,8121.0,Themis,Themis,MIS,,Themis,,,,
4052,8121.0,Themis,Themis,MIS,,ThemisToken,,,,
4062,8132.0,BiFi,BiFi,BIFI,,,,,BiFi,
4067,8137.0,MITH Cash,MITH Cash,MIC,,MITH.CASH,,,,
4070,8141.0,Mithril Share,Mithril Share,MIS,,ThemisToken,,,,
4081,8154.0,Basiscoin Share,Basiscoin Share,BCS,,BCS,,,,
4084,8159.0,One Cash,One Cash,ONC,,One Cash,,,,
4085,8160.0,One Share,One Share,ONS,,ONS,,,,
4089,8164.0,JulSwap,JulSwap,JULD,,JulSwap,,,JulSwap,
4091,8166.0,MAPS,MAPS,MAPS,,,,,,MAPS
4098,8175.0,COVER Protocol,COVER Protocol,COVER,,COVER,Cover Protocol,,,
4099,8175.0,COVER Protocol,COVER Protocol,COVER,,COVER,Cover-Protocol,,,
4100,8175.0,COVER Protocol,COVER Protocol,COVER,,Cover Protocol Governance Token,Cover Protocol,,,
4101,8175.0,COVER Protocol,COVER Protocol,COVER,,Cover Protocol Governance Token,Cover-Protocol,,,
4117,8192.0,Zero Collateral Dai,Zero Collateral Dai,ZAI,,ZAI V1,,,,
4118,8192.0,Zero Collateral Dai,Zero Collateral Dai,ZAI,,ZAI V2,,,,
4119,8192.0,Zero Collateral Dai,Zero Collateral Dai,ZAI,,Zero Collateral Dai,,,,
4128,8202.0,ZKSwap,ZKSwap,ZKS,,Zks,,,,
4129,8202.0,ZKSwap,ZKSwap,ZKS,,ZKSwap,,,,
4133,8206.0,QuickSwap,QuickSwap,QUICK,,,,QuickSwap,,
4142,8219.0,bDollar,bDollar,BDO,,bDollar,,,,
4151,8229.0,UniMex Network,UniMex Network,UMX,,Unimex,,,,
4155,8234.0,Daiquilibrium,Daiquilibrium,DAIQ,,Daiq,,,,
4156,8234.0,Daiquilibrium,Daiquilibrium,DAIQ,,Daiquilibrium,,,,
4159,8237.0,Basis Dollar Share,Basis Dollar Share,BSDS,,Basis Dollar Share,,,,
4170,8253.0,Mars,Mars,Mars,,Mars,,,,
4171,8253.0,Mars,Mars,Mars,,MarsToken,,,,
4175,8259.0,Furucombo,Furucombo,COMBO,,Furucombo,,,,
4176,8260.0,Indexed Finance,Indexed Finance,NDX,,Indexed,,Indexed Finance,,
4180,8265.0,Helmet.insure,Helmet.insure,HELMET,,Helmet,,,,
4188,8273.0,Basis Gold,Basis Gold,BAG,,Basis Gold,,,,
4210,8299.0,Stake DAO,Stake DAO,SDT,,Stake DAO,,Stake DAO,,
4211,8299.0,Stake DAO,Stake DAO,SDT,,Stake DAO Token,,Stake DAO,,
4217,8306.0,Typhoon Cash,Typhoon Cash,PHOON,,Typhoon,,,,
4218,8306.0,Typhoon Cash,Typhoon Cash,PHOON,,TyphoonCash,,,,
4220,8309.0,ARMOR,ARMOR,ARMOR,,Armor,,,,
4228,8316.0,XUSD Stable,XUSD Stable,XUSD,,XUSD,,,,
4241,8334.0,Kebab Token,Kebab Token,KEBAB,,,,,Kebab Finance,
4242,8335.0,Mdex,Mdex,MDX,,,,,Mdex,
4288,8385.0,Umbrella Network,Umbrella Network,UMB,,Umbrella,,,,
4290,8387.0,Auto,Auto,AUTO,,AutoFarm,,,Autofarm,
4320,8422.0,Pangolin,Pangolin,PNG,,,,Pangolin,,
4331,8436.0,Freeliquid,Freeliquid,FL,,FL,,,,
4332,8436.0,Freeliquid,Freeliquid,FL,,Freeliquid,,,,
4335,8439.0,Warp Finance,Warp Finance,WARP,,Warp,Warp-Finance,,,
4345,8449.0,Goose Finance,Goose Finance,EGG,,Goose Finance,,,Goose Finance,
4373,8486.0,Midas Dollar,Midas Dollar,MDO,,,,,Midas Dollar,
4379,8492.0,Vesper,Vesper,VSP,,Vesper,Vesper,,,
4384,8497.0,ApeSwap Finance,ApeSwap Finance,BANANA,,,,,ApeSwap,
4392,8508.0,PoolTogether,PoolTogether,POOL,PoolTogether,PoolTogether,,PoolTogether,,
4402,8519.0,Xend Finance,Xend Finance,XEND,,,,,Xend Finance,
4407,8525.0,Rai Reflex Index,Rai Reflex Index,RAI,,Reflexer,,,,
4408,8526.0,Raydium,Raydium,RAY,,RAY,,,,Raydium
4438,8558.0,BT.Finance,BT.Finance,BT,,BT.Finance,,,,
4467,8598.0,xSigma,xSigma,SIG,,xSigma,,,,
4468,8599.0,xToken,xToken,XTK,,xToken,,,,
4471,8602.0,Bounce Token,Bounce Token,AUCTION,,Bounce,,,,
4472,8602.0,Bounce Token,Bounce Token,AUCTION,,Bounce Token,,,,
4480,8612.0,Float Protocol,Float Protocol,BANK,,Float,,,,
4481,8613.0,Alchemix,Alchemix,ALCX,,Alchemix,Alchemix,Alchemix Finance,,
4504,8642.0,Fei Protocol,Fei Protocol,FEI,,Fei,,Fei Protocol,,
4520,8659.0,Jetfuel Finance,Jetfuel Finance,FUEL,,,,,Jetfuel.Finance,
4544,8691.0,DEXTF Protocol,DEXTF Protocol,DEXTF,,Dextf,Dextf,,,
4545,8691.0,DEXTF Protocol,DEXTF Protocol,DEXTF,,DEXTF Token,Dextf,,,
4554,8701.0,Siren,Siren,SI,,Siren,Siren,SIREN Markets,,
4558,8707.0,Alpaca Finance,Alpaca Finance,ALPACA,,Alpaca Finance,,,,
4559,8708.0,Big Data Protocol,Big Data Protocol,BDP,,BDPToken,,,,
4560,8708.0,Big Data Protocol,Big Data Protocol,BDP,,Big Data Protocol,,,,
4570,8720.0,Inverse Finance,Inverse Finance,INV,,Inverse,Inverse,,,
4578,8730.0,Belt,Belt,BELT,,Belt.fi,,,,
4583,8736.0,HyruleSwap,HyruleSwap,RUPEE,,,,,HyruleSwap,
4593,8747.0,CheesecakeSwap Token,CheesecakeSwap Token,CCAKE,,,,,CheesecakeSwap,
4599,8755.0,Nerve Finance,Nerve Finance,NRV,,Nerve,,,Nerve Finance,Nerve Finance
4602,8758.0,dFuture,dFuture,DFT,,dfuture,,,,
4640,8801.0,Lightning,Lightning,LIGHT,,,Lightning Network,,,
4641,8801.0,Lightning,Lightning,LIGHT,,,Lightning-Network,,,
4690,8856.0,Mango Finance,Mango Finance,MANGO,,,,,,Mango
4723,8891.0,Bitcoin Standard Hashrate Token,Bitcoin Standard Hashrate Token,BTCST,,,,,BTC Standard Hashrate Token,
4728,8896.0,Unslashed Finance,Unslashed Finance,USF,,Unslashed,,,,
4759,8934.0,StakerDAO,StakerDAO,STKR,,Stkr,,,,
4762,8938.0,Ellipsis,Ellipsis,EPS,,Ellipsis,,Ellipsis Finance,Ellipsis Finance,
4781,8961.0,Futureswap,Futureswap,FST,,,Futureswap,Futureswap,,
4819,9021.0,Wrapped XDAI,Wrapped XDAI,wxDai,,xDai,,,,
4842,9043.0,Stone DeFi,Stone DeFi,STN,,STONE,,,,
4851,9054.0,Robo Token,Robo Token,ROBO,,,Robo-Advisor for Yield,,,
4852,9054.0,Robo Token,Robo Token,ROBO,,,Robo-Advisor-for-Yield,,,
4878,9083.0,Equalizer,Equalizer,EQZ,,Equalizer,,,,
4882,9087.0,xDeFi,xDeFi,XDEX,,XDEFI,,,,
4886,9090.0,Pumpy farm,Pumpy farm,PMP,,,,,Pumpy,
4942,9157.0,BasketDAO,BasketDAO,BASK,,,,Basket DAO,,
5001,9229.0,WHEAT Token,WHEAT Token,WHEAT,,,,,WHEAT,
5072,9338.0,Fair Safe,Fair Safe,FSAFE,,FairSwap,,,,
5097,9377.0,TreeDefi,TreeDefi,SEED,,,,,TreeDefi,
5146,9443.0,Step Finance,Step Finance,STEP,,,,,,Step Finance
5182,9493.0,Reflexer Ungovernance Token,Reflexer Ungovernance Token,FLX,,Reflexer,Reflexer,Reflexer,,
5202,9532.0,Impermax,Impermax,IMX,,,Impermax,,,
5234,9578.0,Dungeonswap,Dungeonswap,DND,,,,,Dungeonswap,
5245,,,,,dYdX,,,,,
5246,,,,,InstaDApp,,,,,
5247,,,,,Set Protocol,,,,,
5248,,,,,,1inch2,,,,
5249,,,,,,1sd,,,,
5250,,,,,,aave,,,,
5251,,,,,,Aave AMM,,,,
5252,,,,,,aave2,,,,
5253,,,,,,acBTC,,,,
5254,,,,,,ACO,,,,
5255,,,,,,Agave,,,,
5256,,,,,,APWine,,,,
5257,,,,,,ARCx,,,,
5258,,,,,,Artem,,,,
5259,,,,,,B.Protocol,,,,
5260,,,,,,Bao.Finance,,,,
5261,,,,,,Basis Coin,,,,
5262,,,,,,BBTC,,,,
5263,,,,,,BnEX,,,,
5264,,,,,,bsc_1inch,,,,
5265,,,,,,bsc_cream,,,,
5266,,,,,,bsc_dodoex,,,,
5267,,,,,,bsc_ellipsis,,,,
5268,,,,,,bsc_mdex,,,,
5269,,,,,,bsc_pancakeswap,,,,
5270,,,,,,bsc_qian,,,,
5271,,,,,,bsc_venus,,,,
5272,,,,,,bzx2,,,,
5273,,,,,,Charm,,,,
5274,,,,,,ChickenSwap,,,,
5275,,,,,,component,,,,
5276,,,,,,Connext,,,,
5277,,,,,,DDEX,,,,
5278,,,,,,Debaseonomics,,,,
5279,,,,,,Deerfi,,,,
5280,,,,,,DeFi Swap,,,,
5281,,,,,,defiswap,,,,
5282,,,,,,DeFlast,,,,
5283,,,,,,DeversiFi,,,,
5284,,,,,,dexag,,,,
5285,,,,,,dmm.exchange,,,,
5286,,,,,,dodoex,,,,
5287,,,,,,dYdX,,,,
5288,,,,,,Emoon,,,,
5289,,,,,,Emporium,,,,
5290,,,,,,Empty Set Gold,,,,
5291,,,,,,Fei Protocol,,,,
5292,,,,,,FIREDAO,,,,
5293,,,,,,forbank2,,,,
5294,,,,,,HBTC,,,,
5295,,,,,,Honeyswap,,,,
5296,,,,,,HyperBC Farm,,,,
5297,,,,,,imBTC,,,,
5298,,,,,,Incognito,,,,
5299,,,,,,InstaDapp,,,,
5300,,,,,,Kine,,,,
5301,,,,,,Kwenta,,,,
5302,,,,,,M.finance,,,,
5303,,,,,,makerdao,,,,
5304,,,,,,Matcha,,,,
5305,,,,,,Mesa,,,,
5306,,,,,,MetaMask Swaps,,,,
5307,,,,,,Mooniswap,,,,
5308,,,,,,mStable,,,,
5309,,,,,,Notional,,,,
5310,,,,,,Nuo,,,,
5311,,,,,,oBTC,,,,
5312,,,,,,OpenOcean,,,,
5313,,,,,,OpenSea,,,,
5314,,,,,,Opyn,,,,
5315,,,,,,Opyn V1,,,,
5316,,,,,,ParaSwap,,,,
5317,,,,,,Pegscash,,,,
5318,,,,,,Pendle,,,,
5319,,,,,,Polymarket,,,,
5320,,,,,,PureSwap,,,,
5321,,,,,,Rari Capital,,,,
5322,,,,,,renBTC,,,,
5323,,,,,,Sablier,,,,
5324,,,,,,Saddle,,,,
5325,,,,,,sfinance,,,,
5326,,,,,,Smoothy,,,,
5327,,,,,,STEROIDS,,,,
5328,,,,,,Sunflower Swap,,,,
5329,,,,,,sunflowerswap,,,,
5330,,,,,,Tax Heaven,,,,
5331,,,,,,TokenSets,,,,
5332,,,,,,Totle,,,,
5333,,,,,,TRAMS,,,,
5334,,,,,,Unagii,,,,
5335,,,,,,Unisave,,,,
5336,,,,,,uniswap2,,,,
5337,,,,,,uniswap3,,,,
5338,,,,,,unit protocol,,,,
5339,,,,,,USD++,,,,
5340,,,,,,USDx,,,,
5341,,,,,,Volmex,,,,
5342,,,,,,WBTC,,,,
5343,,,,,,WePiggy,,,,
5344,,,,,,Y3D,,,,
5345,,,,,,yfv,,,,
5346,,,,,,Zelda,,,,
5347,,,,,,Zero Set Dollar,,,,
5348,,,,,,,B.Protocol,,,
5349,,,,,,,Bella-Flex-Saving,,,
5350,,,,,,,Connext,,,
5351,,,,,,,DDEX,,,
5352,,,,,,,DeFi-Saver,,,
5353,,,,,,,DeversiFi,,,
5354,,,,,,,dYdX,,,
5355,,,,,,,Erasure,,,
5356,,,,,,,InstaDApp,,,
5357,,,,,,,Integral,,,
5358,,,,,,,LINKSWAP,,,
5359,,,,,,,Nexus Mutual,,,
5360,,,,,,,Notional,,,
5361,,,,,,,Opium Network,,,
5362,,,,,,,Opyn,,,
5363,,,,,,,Primitive,,,
5364,,,,,,,Saddle,,,
5365,,,,,,,Set Protocol,,,
5366,,,,,,,Set-Protocol,,,
5367,,,,,,,WePiggy,,,
5368,,,,,,,,Autofarm,,
5369,,,,,,,,dYdX,,
5370,,,,,,,,Erasure Protocol,,
5371,,,,,,,,Instadapp,,
5372,,,,,,,,Integral Protocol,,
5373,,,,,,,,MetaMask,,
5374,,,,,,,,Mooniswap,,
5375,,,,,,,,Notional Finance,,
5376,,,,,,,,Opyn,,
5377,,,,,,,,Polymarket,,
5378,,,,,,,,Rari Capital,,
5379,,,,,,,,Saddle Finance,,
5380,,,,,,,,Set Protocol,,
5381,,,,,,,,,ARIES FINANCIAL,
5382,,,,,,,,,bDollar Protocol,
5383,,,,,,,,,Belt Finance,
5384,,,,,,,,,bStable.finance,
5385,,,,,,,,,BTcoin.Finance,
5386,,,,,,,,,CBerry,
5387,,,,,,,,,Cobalt.finance,
5388,,,,,,,,,Degen Token Finance,
5389,,,,,,,,,Demex,
5390,,,,,,,,,Elephant Money,
5391,,,,,,,,,Iron Finance,
5392,,,,,,,,,PokeMoon,
5393,,,,,,,,,Stakecow,
5394,,,,,,,,,STORMSWAP,
5395,,,,,,,,,SwampFinance,
5396,,,,,,,,,Thugs,
5397,,,,,,,,,Value DeFi,
5398,,,,,,,,,Waypoint,
5399,,,,BADGER,BadgerDAO,,,,,
5400,,,,BADGER,,Badger DAO,,,,
5401,,,,CREAM,Cream,,,,,
5402,,,,CRV,Curve,,,,,
5403,,,,KNC,Kyber,,,,,
5404,,,,ALPHA,,Alpha Homora,,,,
5405,,,,ALPHA,,,Alpha Homora,,,
5406,,,,ALPHA,,,Alpha-Homora,,,
5407,,,,BSGS,,BSGS,,,,
5408,,,,BUNNY,,Bunny,,,,
5409,,,,BZRX,,bZx,,,,
5410,,,,BZRX,,bZx V1,,,,
5411,,,,DOLLAR,,Dollar,,,,
5412,,,,eXRD,,E-RADIX,,,,
5413,,,,FARM,,Harvest,,,,
5414,,,,FXC,,Flexa,,,,
5415,,,,FXC,,,Flexa,,,
5416,,,,LDO,,LIDO,,,,
5417,,,,LEV,,Leverj,,,,
5418,,,,MARK,,Benchmark(MARK),,,,
5419,,,,MIS2,,MIS2,,,,
5420,,,,"MPH
",,88mph V1,,,,
5421,,,,NFTFY,,NFTfi,,,,
5422,,,,Nsure,,Nsure Network Token,,,,
5423,,,,PCT,,Percent,,,,
5424,,,,PERP,,Perpetual,,,,
5425,,,,REPv2,,Reputation,,,,
5426,,,,RF!,,Reflect,,,,
5427,,,,SAC,,Stand Cash,,,,
5428,,,,SAFE2,,SAFE2,,,,
5429,,,,SAS,,SAS,,,,
5430,,,,SHELL,,Shell,,,,
5431,,,,SHELL,,,Shell,,,
5432,,,,SIG,,X SIGMA,,,,
5433,,,,STONE,,STONE,,,,
5434,,,,TEAM,,Team Finance,,,,
5435,,,,UNN,,unn,,,,
5436,,,,XOS,,Oasis,,,,
5437,,,,XSAT,,Saturn,,,,
5438,,,,Yf-DAI,,YfDAI.finance,,,,
5439,,,,YFI,,Yearn,,,,
5440,,,,YFI,,Yearn V2,,,,
5441,,,,YIELDX,,HubrisOne X,,,,
5442,,,,CRX,,,Cryptex,,,
5443,,,,MM,,,Mushrooms-Finance,,,
5444,,,,CFG,,,,Centrifuge,,
5445,,,,"VSP
",,,,Vesper Finance,,
5446,,,,BHSC,,,,,BlackHoleSwap,
5447,,,,,,,,,,MATH Wallet
5448,,,,,,,,,,unlimitedcope
5449,,,,ORCA,,,,,,Orca
