,pair1,pair2,apr,tvl,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
937,BNB,bMXX,2.94,3764854.37,BSC,2.9835227361296734,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
938,BNB,bMXX,209.32,159213.44,BSC,706.2476865885641,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
939,BNB,bMXX,99.94,3765007.34,BSC,171.29436761715357,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
940,BNB,bROOBEE,4.26,1493294.77,BSC,4.3517809238477145,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
941,BNB,bROOBEE,50.61,1493294.77,BSC,65.82278155663077,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
942,BNB,blink,100.79,757651.33,BSC,173.60382068765668,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
943,BNB,bxBTC,84.60,126093.08,BSC,132.8026887614039,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
944,BNB,pBTC,3.29,10491682.26,BSC,3.3445657100800608,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
945,BNB,pBTC,36.08,10491682.26,BSC,43.42209262737804,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
946,BNB,pCWS,8.14,2464670.98,BSC,8.479488679391745,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
947,BNB,pCWS,163.83,101548.41,BSC,412.7582066340846,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
948,BNB,pCWS,153.94,2464670.98,BSC,364.6725892806086,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
949,BNB,pOPEN,149.80,2723655.24,BSC,345.9044060029986,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
950,BNB,wIQ,257.06,17513.43,BSC,1195.6404788436078,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
951,BND,ETH,1.02,330130.66,PLOYGON,1.0252053340926714,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
952,BND,MUST,19.39,34712.13,PLOYGON,21.391237975985213,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
953,BNF,ETH,4.90859724,63196.0177251,ETH,5.030717825427278,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
954,BNF,ETH,4.90859724,63196.0177251,ETH,5.030717825427278,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
955,BNS,ETH,0.8790676799999999,228263.3204839,ETH,0.8829321476172103,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
956,BNS,ETH,0.8790676799999999,228263.3204839,ETH,0.8829321476172103,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
957,BNS,USDT,0.5686610400000001,7277.9066809000005,ETH,0.5702765310860336,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
958,BNS,USDT,0.5686610400000001,7277.9066809000005,ETH,0.5702765310860336,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
959,BNSD,ETH,0.0,493.33006750000004,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
960,BNSD,ETH,0.1604502,222140.4246393,ETH,0.160578636979003,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
961,BNSD,ETH,0.0,493.33006750000004,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
962,BNSD,ETH,0.1604502,222140.4246393,ETH,0.160578636979003,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
963,BNSD,UNI,0.5279808,141631.99459360001,ETH,0.5293732360383663,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
964,BNSD,UNI,0.5279808,141631.99459360001,ETH,0.5293732360383663,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
965,BNT,ETH,4.78298244,185650.4912986,ETH,4.8988840204454265,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
966,BNT,ETH,4.78298244,185650.4912986,ETH,4.8988840204454265,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
967,BOG,BNB,199.15,333917.64,BSC,628.6961869036859,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
968,BOLE,USDC,4.07,136.719848,SOL,4.153723354630778,FARM,Raydium,2021-07-19,Raydium,SOL,B
969,BOLE,USDC,4.07,136.719848,SOL,4.153723354630778,POOL,Raydium,2021-07-19,Raydium,SOL,B
970,BOND,ETH,2.35943412,121296.73866439999,ETH,2.3874109010190825,FARM,Sushi,2021-07-19,Sushi,ETH,A
971,BOND,ETH,1.8299126399999999,629776.8247759,ETH,1.8467114205802382,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
972,BOND,ETH,2.21660784,21633.311586699998,ETH,2.2412883061853517,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
973,BOND,ETH,0.0,0.1840926,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
974,BOND,ETH,2.35943412,121296.73866439999,ETH,2.3874109010190825,POOL,Sushi,2021-07-19,Sushi,ETH,A
975,BOND,ETH,1.8299126399999999,629776.8247759,ETH,1.8467114205802382,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
976,BOND,ETH,2.21660784,21633.311586699998,ETH,2.2412883061853517,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
977,BOND,ETH,0.0,0.1840926,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
978,BOND,USDC,7.016491439999999,14103358.574271,ETH,7.267783465285538,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
979,BOND,USDC,7.016491439999999,14103358.574271,ETH,7.267783465285538,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
980,BONDLY,BNB,3.31,3102150.43,BSC,3.3652348213483174,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
981,BONDLY,BNB,128.22,3102150.43,BSC,259.64712453887506,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
982,BONDLY,ETH,3479.79788076,51841.9786179,ETH,2.7222083092499724e+16,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
983,BONDLY,ETH,3479.79788076,51841.9786179,ETH,2.7222083092499724e+16,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
984,BONDLY,USDT,15034.39130592,7697.777727,ETH,4.770506677406617e+56,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
985,BONDLY,USDT,15034.39130592,7697.777727,ETH,4.770506677406617e+56,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
986,BONE,ETH,0.00012924,0.0016309,ETH,0.00012924008110370977,FARM,Sushi,2021-07-19,Sushi,ETH,A
987,BONE,ETH,0.00012924,0.0016309,ETH,0.00012924008110370977,POOL,Sushi,2021-07-19,Sushi,ETH,A
988,BONSAI,ETH,0.45020495999999993,4662.1760994,ETH,0.4512171160673928,FARM,Sushi,2021-07-19,Sushi,ETH,A
989,BONSAI,ETH,0.45020495999999993,4662.1760994,ETH,0.4512171160673928,POOL,Sushi,2021-07-19,Sushi,ETH,A
990,BOO,,77.58,,FANTOM,117.0541537628214,FARM,https://spookyswap.finance,2021-07-19,https://spookyswap.finance,FANTOM,B
991,BOO,,63.80,,FANTOM,89.16378751375342,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
992,BOO,FTM,124.88,10041500.08,FANTOM,247.87344258545428,FARM,https://spookyswap.finance,2021-07-19,https://spookyswap.finance,FANTOM,B
993,BOP,RAY,1.54,387219.1182957675,SOL,1.5518861152262309,FARM,Raydium,2021-07-19,Raydium,SOL,B
994,BOP,RAY,1.54,387219.1182957675,SOL,1.5518861152262309,POOL,Raydium,2021-07-19,Raydium,SOL,B
995,BOP,USDC,4.03,108398.7816626203,SOL,4.1120748168230525,FARM,Raydium,2021-07-19,Raydium,SOL,B
996,BOP,USDC,4.03,108398.7816626203,SOL,4.1120748168230525,POOL,Raydium,2021-07-19,Raydium,SOL,B
997,BOR,ETH,1.82893164,173173.5837546,ETH,1.8457123593126346,FARM,Sushi,2021-07-19,Sushi,ETH,A
998,BOR,ETH,1.82893164,173173.5837546,ETH,1.8457123593126346,POOL,Sushi,2021-07-19,Sushi,ETH,A
999,BORG,AURORA,2966.94,24.74,FANTOM,244520744158461.78,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1000,BORG,FTM,106.70,668.54,FANTOM,190.21256718173197,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1001,BORG,SON,334.40,257.98,FANTOM,2690.412852411647,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1002,BORGDAI,AURORA,747.78,143.01,FANTOM,163863.85139166343,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1003,BORGDAI,DAI,160.49,615.25,FANTOM,395.9881985094813,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1004,BORGDAI,FTM,178.19,394.54,FANTOM,491.54321795769454,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1005,BORGDAI,SON,1039.97,136.90,FANTOM,2840340.6456647473,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1006,BORGDAI,fUSDT,62.63,1579.54,FANTOM,86.9672501788148,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1007,BORING,BNB,92.60,814518.74,BSC,152.1432918166128,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
1008,BOSON,ETH,81.95635788000001,11120.270156,ETH,126.7425026621074,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1009,BOSON,ETH,81.95635788000001,11120.270156,ETH,126.7425026621074,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1010,BOTX,USDT,4.31114532,149.6611453,ETH,4.405159357929245,FARM,Sushi,2021-07-19,Sushi,ETH,A
1011,BOTX,USDT,4.31114532,149.6611453,ETH,4.405159357929245,POOL,Sushi,2021-07-19,Sushi,ETH,A
1012,BPF,DAI,0.0,0.0,ETH,0.0,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1013,BPF,DAI,0.0,0.0,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1014,BPF,ETH,0.26552591999999997,4385.6424393,ETH,0.2658777839183779,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1015,BPF,ETH,0.26552591999999997,4385.6424393,ETH,0.2658777839183779,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1016,BPF,MIR,0.0,111.4881062,ETH,0.0,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1017,BPF,MIR,0.0,111.4881062,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1018,BPF,USDC,0.01591608,234.71328659999998,ETH,0.01591734320434135,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1019,BPF,USDC,0.01591608,234.71328659999998,ETH,0.01591734320434135,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1020,BPF,USDT,0.00979344,269.7875776,ETH,0.009793918256528755,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1021,BPF,USDT,0.00979344,269.7875776,ETH,0.009793918256528755,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1022,BPLC,USDT,2.99406912,1396.1032112,ETH,3.0392155483753402,FARM,Sushi,2021-07-19,Sushi,ETH,A
1023,BPLC,USDT,2.99406912,1396.1032112,ETH,3.0392155483753402,POOL,Sushi,2021-07-19,Sushi,ETH,A
1024,BPRO,DAI,7.764000000000001e-05,2.7913531,ETH,7.764003293608823e-05,FARM,Sushi,2021-07-19,Sushi,ETH,A
1025,BPRO,DAI,7.764000000000001e-05,2.7913531,ETH,7.764003293608823e-05,POOL,Sushi,2021-07-19,Sushi,ETH,A
1026,BPRO,ETH,2.20042704,134686.21783789998,ETH,2.224747186944942,FARM,Sushi,2021-07-19,Sushi,ETH,A
1027,BPRO,ETH,2.20042704,134686.21783789998,ETH,2.224747186944942,POOL,Sushi,2021-07-19,Sushi,ETH,A
1028,BPT,ETH,5.36535192,202627.0373861,ETH,5.511479998688817,FARM,Sushi,2021-07-19,Sushi,ETH,A
1029,BPT,ETH,0.2689578,0.3999749,ETH,0.26931882237719584,FARM,Sushi,2021-07-19,Sushi,ETH,A
1030,BPT,ETH,5.36535192,202627.0373861,ETH,5.511479998688817,POOL,Sushi,2021-07-19,Sushi,ETH,A
1031,BPT,ETH,0.2689578,0.3999749,ETH,0.26931882237719584,POOL,Sushi,2021-07-19,Sushi,ETH,A
1032,BRAP,ETH,0.0,32.9451875,ETH,0.0,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1033,BRAP,ETH,0.0,32.9451875,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1034,BREE,ETH,0.7167241200000001,11541.2281224,ETH,0.7192916471840949,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1035,BREE,ETH,0.7167241200000001,11541.2281224,ETH,0.7192916471840949,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1036,BREW,,143.54,,BSC,318.9514888869594,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1037,BREW,BANANA,242.46,77945.32,BSC,1020.7492104033033,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1038,BREW,BNB,167.80,1347847.25,BSC,433.4284062582657,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1039,BREW,BUSD,145.05,774370.36,BSC,325.300371315182,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1040,BREW,Cake,155.33,579174.71,BSC,371.14900771037105,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1041,BREW,DOT,155.12,597678.08,BSC,370.1648140770052,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1042,BREW,ETH,140.52,640039.35,BSC,306.53588156129297,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1043,BREW,FLP,436.88,20608.16,BSC,7592.7314181348775,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1044,BREW,ITAM,173.11,53291.30,BSC,462.3801480087617,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1045,BREW,MOCHA,194.91,115986.74,BSC,598.6043378424936,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
1046,BRY,BNB,5.92,2323684.83,BSC,6.098232389835623,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1047,BRY,BNB,57.29,2323684.83,BSC,77.26061435075857,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
1048,BSCPAD,BNB,217.90,5192913.59,BSC,778.0396840684343,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
1049,BSCX,BNB,4.76,1542175.32,BSC,4.874781617940083,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1050,BSCX,BNB,49.06,1542175.32,BSC,63.275796010673524,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
1051,BSOV,ETH,3.4099812,3915.1104771,ETH,3.4686227818264914,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1052,BSOV,ETH,3.4099812,3915.1104771,ETH,3.4686227818264914,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1053,BSP,ETH,0.35710295999999997,1331.5069561,ETH,0.35773957915470334,FARM,Sushi,2021-07-19,Sushi,ETH,A
1054,BSP,ETH,0.35710295999999997,1331.5069561,ETH,0.35773957915470334,POOL,Sushi,2021-07-19,Sushi,ETH,A
1055,BTC,AMIS,0.0,5.6664683,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
1056,BTC,AMIS,0.0,5.6664683,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1057,BTC,ARMOR,84.35,474990.99,ETH,132.22274946692548,FARM,https://armor.fi,2021-07-19,https://armor.fi,ETH,A
1058,BTC,ARMOR,71.81,373278.62,ETH,104.90874160917643,FARM,https://armor.fi,2021-07-19,https://armor.fi,ETH,A
1059,BTC,ARMOR,70.59,188514.96,ETH,102.42885048238368,FARM,https://armor.fi,2021-07-19,https://armor.fi,ETH,A
1060,BTC,ARMOR,0.96911532,182896.0767384,ETH,0.9738134583783253,FARM,Sushi,2021-07-19,Sushi,ETH,A
1061,BTC,ARMOR,0.96911532,182896.0767384,ETH,0.9738134583783253,POOL,Sushi,2021-07-19,Sushi,ETH,A
1062,BTC,AVAX,28.98,1663.96,AVAX,33.600659867404744,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
1063,BTC,AVAX,11.78,10136826.96,AVAX,12.499770394804411,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
1064,BTC,AVAX,46.30,12302.69,AVAX,58.836723428039896,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
1065,BTC,BADGER,2.22885504,5332564.390604001,ETH,2.2538100054782184,FARM,Sushi,2021-07-19,Sushi,ETH,A
1066,BTC,BADGER,1.99980228,2585037.2792639,ETH,2.0198764004407233,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1067,BTC,BADGER,2.22885504,5332564.390604001,ETH,2.2538100054782184,POOL,Sushi,2021-07-19,Sushi,ETH,A
1068,BTC,BADGER,1.99980228,2585037.2792639,ETH,2.0198764004407233,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1069,BTC,BAMBOO-V2,320.34,1045.24,AVAX,2327.4453214707305,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
1070,BTC,DAI,1.57781892,335736.3964202,ETH,1.590297564183074,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1071,BTC,DAI,1.57781892,335736.3964202,ETH,1.590297564183074,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1072,BTC,DIGG,1.2239972399999999,1945144.8312674,ETH,1.2314979674117543,FARM,Sushi,2021-07-19,Sushi,ETH,A
1073,BTC,DIGG,1.15992396,1138397.9908693,ETH,1.166658518294117,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1074,BTC,DIGG,1.2239972399999999,1945144.8312674,ETH,1.2314979674117543,POOL,Sushi,2021-07-19,Sushi,ETH,A
1075,BTC,DIGG,1.15992396,1138397.9908693,ETH,1.166658518294117,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1076,BTC,ETH,11.02,920262.44,PLOYGON,11.648277854269429,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
1077,BTC,ETH,8.22,90680447.60,PLOYGON,8.566287532794226,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1078,BTC,ETH,0.00,969220.15,ETH,0.0,FARM,https://1inch.exchange/#/dao/farming,2021-07-19,https://1inch.exchange/#/dao/farming,ETH,B
1079,BTC,ETH,2.0096274000000003,63289213.136138104,ETH,2.029899917595457,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1080,BTC,ETH,1.94516088,210481463.804634,ETH,1.9641495495600347,FARM,Sushi,2021-07-19,Sushi,ETH,A
1081,BTC,ETH,2.0096274000000003,63289213.136138104,ETH,2.029899917595457,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1082,BTC,ETH,1.94516088,210481463.804634,ETH,1.9641495495600347,POOL,Sushi,2021-07-19,Sushi,ETH,A
1083,BTC,FTM,44.53,55729.22,FANTOM,56.053480733682306,FARM,https://hyperjump.fi,2021-07-19,https://hyperjump.fi,FANTOM,C
1084,BTC,FTM,37.56,1703266.48,FANTOM,45.558353987943434,FARM,https://app.spiritswap.finance,2021-07-19,https://app.spiritswap.finance,FANTOM,B
1085,BTC,FTM,47.98,3354372.64,FANTOM,61.52422131429578,FARM,https://spookyswap.finance,2021-07-19,https://spookyswap.finance,FANTOM,B
1086,BTC,FTM,25.84,54049.27,FANTOM,29.47382829585232,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1087,BTC,KBTC,0.72460032,383237.82386530004,ETH,0.7272246558124085,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1088,BTC,KBTC,0.72460032,383237.82386530004,ETH,0.7272246558124085,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1089,BTC,KLON,0.41153796,304.1876874,ETH,0.4123836107169154,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1090,BTC,KLON,0.41153796,304.1876874,ETH,0.4123836107169154,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1091,BTC,LFBTC,12.05787888,44731.9596935,ETH,12.812715909023975,FARM,Sushi,2021-07-19,Sushi,ETH,A
1092,BTC,LFBTC,12.05787888,44731.9596935,ETH,12.812715909023975,POOL,Sushi,2021-07-19,Sushi,ETH,A
1093,BTC,LINK,0.043810919999999996,98.17238400000001,ETH,0.04382049207944938,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1094,BTC,LINK,0.043810919999999996,98.17238400000001,ETH,0.04382049207944938,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1095,BTC,MUST,37.11,45504.45,PLOYGON,44.905479274040985,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
1096,BTC,ORI,248.40,20022.11,FANTOM,1088.8668841475076,FARM,https://hyperjump.fi,2021-07-19,https://hyperjump.fi,FANTOM,C
1097,BTC,PHI,0.0,5.9663952,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
1098,BTC,PHI,0.0,5.9663952,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1099,BTC,PNG,40.09,162477.50,AVAX,49.283947683670924,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
1100,BTC,POLY,7.07066088,12704.945508499999,ETH,7.325894346709871,FARM,Sushi,2021-07-19,Sushi,ETH,A
1101,BTC,POLY,7.07066088,12704.945508499999,ETH,7.325894346709871,POOL,Sushi,2021-07-19,Sushi,ETH,A
1102,BTC,ROBO,0.26471352,146646.50744490002,ETH,0.2650632331520075,FARM,Sushi,2021-07-19,Sushi,ETH,A
1103,BTC,ROBO,0.26471352,146646.50744490002,ETH,0.2650632331520075,POOL,Sushi,2021-07-19,Sushi,ETH,A
1104,BTC,SON,343.59,782.97,FANTOM,2956.418760654594,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1105,BTC,SRM,3.84,78536.4331699525,SOL,3.9144709610974937,FARM,Raydium,2021-07-19,Raydium,SOL,B
1106,BTC,SRM,3.84,78536.4331699525,SOL,3.9144709610974937,POOL,Raydium,2021-07-19,Raydium,SOL,B
1107,BTC,TBTC,0.0,5220.3392532,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
1108,BTC,TBTC,0.0,5220.3392532,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1109,BTC,USDC,7.22,39541934.62,PLOYGON,7.4862622150310365,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1110,BTC,USDC,2.19,46095248.3529,SOL,2.2140893683093577,FARM,Raydium,2021-07-19,Raydium,SOL,B
1111,BTC,USDC,6.20869512,1137217.5327962,ETH,6.404924342731633,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1112,BTC,USDC,2.19,46095248.3529,SOL,2.2140893683093577,POOL,Raydium,2021-07-19,Raydium,SOL,B
1113,BTC,USDC,6.20869512,1137217.5327962,ETH,6.404924342731633,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1114,BTC,USDT,1.63,9882108.16316393,SOL,1.6433199813099542,FARM,Raydium,2021-07-19,Raydium,SOL,B
1115,BTC,USDT,0.6245525999999999,0.5286387,ETH,0.6265016195936779,FARM,Sushi,2021-07-19,Sushi,ETH,A
1116,BTC,USDT,1.63,9882108.16316393,SOL,1.6433199813099542,POOL,Raydium,2021-07-19,Raydium,SOL,B
1117,BTC,USDT,0.6245525999999999,0.5286387,ETH,0.6265016195936779,POOL,Sushi,2021-07-19,Sushi,ETH,A
1118,BTC,VBTC,23.09,14578.33,PLOYGON,25.964129862217877,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
1119,BTC,YFI,0.025374,149.8112994,ETH,0.02537721065041243,FARM,Sushi,2021-07-19,Sushi,ETH,A
1120,BTC,YFI,0.025374,149.8112994,ETH,0.02537721065041243,POOL,Sushi,2021-07-19,Sushi,ETH,A
1121,BTC,ibBTC,0.84274092,16205663.977219399,ETH,0.8462921666370082,FARM,Sushi,2021-07-19,Sushi,ETH,A
1122,BTC,ibBTC,0.84274092,16205663.977219399,ETH,0.8462921666370082,POOL,Sushi,2021-07-19,Sushi,ETH,A
1123,BTC,oneBTC,0.75825264,394223.39955619996,ETH,0.7611267192237259,FARM,Sushi,2021-07-19,Sushi,ETH,A
1124,BTC,oneBTC,0.75825264,394223.39955619996,ETH,0.7611267192237259,POOL,Sushi,2021-07-19,Sushi,ETH,A
1125,BTC,pBTC,11.26,29892.35,PLOYGON,11.916473572488684,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
1126,BTC,pBTC,0.0,40642.7986916,ETH,0.0,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1127,BTC,pBTC,0.0,40642.7986916,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1128,BTC,renBTC,0.19132043999999998,139433.7746529,ETH,0.191503071951038,FARM,Uniswap,2021-07-19,Uniswap,ETH,A
1129,BTC,renBTC,0.19132043999999998,139433.7746529,ETH,0.191503071951038,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1130,BTC,sdcrvRenWSBTC,0.00,830.94,PLOYGON,0.0,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
1131,BTC,sil,0.75329376,33324.3313216,ETH,0.7561303231987004,FARM,Sushi,2021-07-19,Sushi,ETH,A
1132,BTC,sil,0.75329376,33324.3313216,ETH,0.7561303231987004,POOL,Sushi,2021-07-19,Sushi,ETH,A
1133,BTC,yyDAI+y...,0.0,141.2741079,ETH,0.0,FARM,Sushi,2021-07-19,Sushi,ETH,A
1134,BTC,yyDAI+y...,0.0,141.2741079,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1135,BTC2x,FLI,8.81485128,3443141.8063482,ETH,9.213868530982982,FARM,Sushi,2021-07-19,Sushi,ETH,A
1136,BTC2x,FLI,8.81485128,3443141.8063482,ETH,9.213868530982982,POOL,Sushi,2021-07-19,Sushi,ETH,A
1137,BTCB,BNB,1.22,51091434.63,BSC,1.2274517178138877,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1138,BTCB,BNB,1.19,15867477.90,BSC,1.1970890393109057,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1139,BTCB,BNB,5.24,124622669.87,BSC,5.379321381524971,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1140,BTCB,BNB,3.70,4726824.29,BSC,3.7691074941688107,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1141,BTCB,BNB,12.69,5262648.20,BSC,13.527844333671535,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
