,pair1,pair2,apr,tvl,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
3994,ROT,NICE,0.26211468,0.0,ETH,0.26245755724556563,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
3995,ROT,SUSHI,0.73910196,7625.3144042,ETH,0.7418325215774235,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
3996,ROT,UNI,1.3974929999999999,4810.3630002,ETH,1.407276451833317,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
3997,ROUTE,ETH,13.39499916,142587.3643746,ETH,14.33075471100187,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
3998,ROYA,ETH,6.048062399999999,204372.0105241,ETH,6.2341690696197105,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
3999,RPL,ETH,3.2592021599999996,577081.5109452,ETH,3.312745571043174,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4000,RSR,ETH,1.54914612,6500.8185801,ETH,1.5611742042887178,POOL,Sushi,2021-07-19,Sushi,ETH,A
4001,RSR,ETH,9.02471736,445855.5692896,ETH,9.443255957547493,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4002,RTRD,ETH,0.60047112,23782.1508269,ETH,0.6022725927924188,POOL,Sushi,2021-07-19,Sushi,ETH,A
4003,RUDA,ETH,0.0,38.726322100000004,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4004,RULER,ETH,1.8899140800000003,913196.1873628,ETH,1.9078361353433992,POOL,Sushi,2021-07-19,Sushi,ETH,A
4005,RUNE,,0.44361012,29.2391751,ETH,0.4445928185571324,POOL,Sushi,2021-07-19,Sushi,ETH,A
4006,RUNE,ALPHA,3.22020108,13366.5779968,ETH,3.272463915496626,POOL,Sushi,2021-07-19,Sushi,ETH,A
4007,RUNE,CREAM,0.15391391999999998,7.8572977999999996,ETH,0.15403210325513061,POOL,Sushi,2021-07-19,Sushi,ETH,A
4008,RUNE,CRV,0.5395491600000001,2977.0969145,ETH,0.5410033384563029,POOL,Sushi,2021-07-19,Sushi,ETH,A
4009,RUNE,ETH,70.6953,599806.0495997,ETH,102.64170814395727,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4010,RUNE,ETH,59.667267239999994,1174983.3213511,ETH,81.51815803374518,POOL,Sushi,2021-07-19,Sushi,ETH,A
4011,RUNE,HEGIC,0.0,0.09661510000000001,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4012,RUNE,LUNA,0.21507732,30.6433562,ETH,0.21530814214203442,POOL,Sushi,2021-07-19,Sushi,ETH,A
4013,RUNE,PERP,0.0,0.0461054,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4014,RUNE,SNX,9.618724320000002,90511.4893519,ETH,10.095124189916827,POOL,Sushi,2021-07-19,Sushi,ETH,A
4015,RUNE,SUSHI,0.7747336799999999,3631.174522,ETH,0.7777342205746329,POOL,Sushi,2021-07-19,Sushi,ETH,A
4016,RUNE,USDT,0.01269336,68.36243309999999,ETH,0.012694163435478245,POOL,Sushi,2021-07-19,Sushi,ETH,A
4017,RUNE,YFI,9.808614239999999,103201.0581539,ETH,10.304326622880144,POOL,Sushi,2021-07-19,Sushi,ETH,A
4018,SACKS,ETH,0.0,5.027299,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4019,SAFE,ETH,0.0,6.7262357999999995,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4020,SAIL,USDC,0.0,142.152099,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4021,SAITAMA,ETH,0.0826032,18.7150344,ETH,0.08263723229200437,POOL,Sushi,2021-07-19,Sushi,ETH,A
4022,SAK3,ETH,0.3515628,1906.9757166000002,ETH,0.3521798077927185,POOL,Sushi,2021-07-19,Sushi,ETH,A
4023,SAK3,SUSHI,0.45675216,1650.8743642999998,ETH,0.4577939917371321,POOL,Sushi,2021-07-19,Sushi,ETH,A
4024,SAK3,USDC,1.53951972,123225.7615963,ETH,1.5513984035723238,POOL,Sushi,2021-07-19,Sushi,ETH,A
4025,SAKE,ETH,4.0667568,130316.8070315,ETH,4.150345872302563,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4026,SAKE,SUSHI,0.0,0.7936202,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4027,SAKE,USDC,0.17255076,1183.8706693000001,ETH,0.17269930591961025,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4028,SAKE,USDT,0.08469047999999998,141.89783519999997,ETH,0.08472625417832447,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4029,SALT,ETH,1.34165124,160365.0362068,ETH,1.3506667754257018,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4030,SALT,USDC,0.40258320000000003,5177.4944032,ETH,0.40339242560780697,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4031,SAMO,RAY,1.09,761488.1423063588,SOL,1.0959456893733233,POOL,Raydium,2021-07-19,Raydium,SOL,B
4032,SAMO,USDC,36.1,31426.0834318562,SOL,43.450751574675415,POOL,Raydium,2021-07-19,Raydium,SOL,B
4033,SAN,ETH,3.0853482,97035.0622495,ETH,3.1333038956774084,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4034,SAND,ETH,44.272594080000005,9233130.6434455,ETH,55.65279317956249,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4035,SASHIMI,ELF,0.28221768,481.3129137,ETH,0.282615194856084,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4036,SASHIMI,ETH,1.12609824,22454.8793496,ETH,1.1324450258620056,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4037,SAV3,ETH,0.20115924000000002,673188.9537718999,ETH,0.2013611455002673,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4038,SBFC,USDC,6.31,133.686035,SOL,6.512753841135499,POOL,Raydium,2021-07-19,Raydium,SOL,B
4039,SBR,USDC,92.47,155.055285,SOL,151.81654633464882,POOL,Raydium,2021-07-19,Raydium,SOL,B
4040,SBREE,ETH,0.00030972000000000004,20.1560748,ETH,0.00030972047753152765,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4041,SBTC,ETH,1.13851464,258196.4781508,ETH,1.145002424785213,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4042,SCARCE,ETH,0.0,18.0641332,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4043,SCIFI,ETH,0.8025787200000001,113584.304659,ETH,0.8057991217339966,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4044,SDC,SOL,0.0,0.0081954617,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4045,SDOGE,USDC,0.0,2366.632408,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4046,SDT,ETH,29.69,343792.11,PLOYGON,34.551832767422795,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
4047,SDT,ETH,2.86465716,579499.2029505001,ETH,2.9059674121071577,POOL,Sushi,2021-07-19,Sushi,ETH,A
4048,SDT,ETH,1.8679440000000003,1347489.5870006,ETH,1.8854505137313016,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4049,SDT,MUST,24.04,40506.90,PLOYGON,27.165711818143002,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
4050,SDT,xSDT,1.88,357557.30,PLOYGON,1.8977339334213195,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
4051,SDX,ETH,4.93559904,382145.4652959,ETH,5.059078014076057,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4052,SEC,ETH,0.64922304,72723.56305370001,ETH,0.6513292495005985,POOL,Sushi,2021-07-19,Sushi,ETH,A
4053,SEED,ETH,1.62411588,4010.1644243,ETH,1.637339608929289,POOL,Sushi,2021-07-19,Sushi,ETH,A
4054,SEED,ETH,0.0007206000000000001,3.0274553,ETH,0.000720602585890795,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4055,SEEN,ETH,3.8553479999999998,267257.2224026,ETH,3.930419296733012,POOL,Sushi,2021-07-19,Sushi,ETH,A
4056,SEFI,ETH,0.29351483999999994,958.6987958999999,ETH,0.2939448329440486,POOL,Sushi,2021-07-19,Sushi,ETH,A
4057,SENT,ETH,78.1405644,11590.5122641,ETH,118.27169423859716,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4058,SFI,ETH,3.4404086400000002,503995.1616436,ETH,3.5001074701374257,POOL,Sushi,2021-07-19,Sushi,ETH,A
4059,SFI,ETH,4.66639128,889002.3547184999,ETH,4.776668274986151,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4060,SFP,BNB,16.24,15003519.51,BSC,17.6288193877588,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
4061,SFP,BNB,81.34,816484.44,BSC,125.3523555818751,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
4062,SFP,BNB,25.11,15003519.51,BSC,28.532765216156797,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
4063,SGT,ETH,207.97504872,185.1160816,ETH,695.5374558755223,POOL,Sushi,2021-07-19,Sushi,ETH,A
4064,SGT,vETH2,8.399999999999999e-07,0.0023403,ETH,8.39996072699023e-07,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4065,SHAKE,ETH,49.88632595999999,55417.773300400004,ETH,64.62873464074485,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4066,SHARE,ETH,1.7531185200000001,76014.31207039999,ETH,1.7685329940549277,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4067,SHBL,USDC,8.35,204.996536,SOL,8.707483414499384,POOL,Raydium,2021-07-19,Raydium,SOL,B
4068,SHIB,BHW,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4069,SHIB,BNB,31.91,2085445.52,BSC,37.56971147716253,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
4070,SHIB,CRIB,0.12208163999999999,33.3679427,ETH,0.12215598555247453,POOL,Sushi,2021-07-19,Sushi,ETH,A
4071,SHIB,ETH,5.939661,1645.8839735,ETH,6.119091025033918,POOL,Sushi,2021-07-19,Sushi,ETH,A
4072,SHIB,ETH,51.47425896,2210393.1657375,ETH,67.26011201469358,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4073,SHIB,LEASH,2.06589084,11891.7436211,ETH,2.0873183947948792,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4074,SHIP,ETH,0.1854024,602.9836649,ETH,0.18557390476385827,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4075,SHIT,ETH,2.5345884,3530.0324876000004,ETH,2.5668919392089817,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4076,SHOOB,ETH,0.0,729.9808917,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4077,SHPING,ETH,1.63936248,337.4328365,ETH,1.6528363360913678,POOL,Sushi,2021-07-19,Sushi,ETH,A
4078,SHR,ETH,5.50916664,122535.3873211,ETH,5.6633075701111535,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4079,SHROOM,ETH,7.62705876,213409.90653,ETH,7.924596845391152,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4080,SHROOM,SUSHI,0.26116092,423.282884,ETH,0.26150130544557726,POOL,Sushi,2021-07-19,Sushi,ETH,A
4081,SHUF,ETH,0.7988761200000001,20495.4210165,ETH,0.8020668371951256,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4082,SI,ETH,0.7381126800000001,2024398.9858148,ETH,0.7408359278740617,POOL,Sushi,2021-07-19,Sushi,ETH,A
4083,SI,ETH,1.00477104,960646.3027982,ETH,1.0098218440675044,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4084,SIG,ETH,1.28751432,558726.1029651001,ETH,1.295815470297268,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4085,SISMO,ETH,0.1534548,38.3630639,ETH,0.15357227905459236,POOL,Sushi,2021-07-19,Sushi,ETH,A
4086,SKEM,USDC,0.0,15.808499,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4087,SKILL,BNB,243.81,353476.89,BSC,1035.8804396169382,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
4088,SKL,ETH,73.50287616,4.7687842,ETH,108.40011204275561,POOL,Sushi,2021-07-19,Sushi,ETH,A
4089,SKL,ETH,4.78179432,1216602.69688,ETH,4.897637866506166,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4090,SKM,ETH,2.40276696,2987.6441842,ETH,2.431784992775321,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4091,SLIM,SOL,4.45,648467.1402828085,SOL,4.55021408335452,POOL,Raydium,2021-07-19,Raydium,SOL,B
4092,SLIM,USDC,7.18,9.168718,SOL,7.443284783947757,POOL,Raydium,2021-07-19,Raydium,SOL,B
4093,SLINK,ETH,3.28629564,3322.2284532000003,ETH,3.3407378710646585,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4094,SLP,ETH,0.0,5.0469474,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4095,SLP,ETH,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4096,SLP,ETH,0.00068292,239.9120233,ETH,0.0006829223258453254,POOL,Sushi,2021-07-19,Sushi,ETH,A
4097,SLP,ETH,2.1934728,0.0071908,ETH,2.2176389076980385,POOL,Sushi,2021-07-19,Sushi,ETH,A
4098,SLP,ETH,0.0,0.3016481,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4099,SLP,ETH,79.46809404,113942.05309599999,ETH,121.18230857376946,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4100,SLPY,ETH,0.0,0.1012295,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4101,SLRS,USDC,2.86,5669037.122515495,SOL,2.9011754039287796,POOL,Raydium,2021-07-19,Raydium,SOL,B
4102,SMSCT,ETH,0.2091102,3680.1783269000002,ETH,0.20932838760290284,POOL,Sushi,2021-07-19,Sushi,ETH,A
4103,SNC,ETH,0.8551851599999999,1173.1686397,ETH,0.8588422102238535,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4104,SNL,ETH,0.0,10681.5963244,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4105,SNM,ETH,0.10915451999999998,38.7962404,ETH,0.10921395183276505,POOL,Sushi,2021-07-19,Sushi,ETH,A
4106,SNOB,BAMBOO-V2,2764.14,137.55,AVAX,37297280400413.72,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
4107,SNOW,ETH,1.62840804,157627.6687451,ETH,1.6417019454153081,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4108,SNT,DAI,0.21454308,986.1656447,ETH,0.2147727564542068,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4109,SNT,ETH,4.17328248,236511.17170079998,ETH,4.261339315599533,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4110,SNTVT,ETH,11.818539,111092.994799,ETH,12.543121020373649,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4111,SNX,,0,,FANTOM,0.0,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4112,SNX,BNB,51.41,1294724.69,BSC,67.15281810007549,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
4113,SNX,ETH,11.117500799999998,1569441.6456106,ETH,11.75715587058399,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4114,SNX,ETH,7.591311599999999,7658105.6694586,ETH,7.886031800128546,POOL,Sushi,2021-07-19,Sushi,ETH,A
4115,SNX,FTM,53.19,297800.08,FANTOM,70.15044286289667,FARM,https://hyperjump.fi,2021-07-19,https://hyperjump.fi,FANTOM,C
4116,SNX,FTM,68.82,1047469.47,FANTOM,98.88409281735446,FARM,https://spookyswap.finance,2021-07-19,https://spookyswap.finance,FANTOM,B
4117,SNX,RUNE,9.618724320000002,90511.4893519,ETH,10.095124189916827,POOL,Sushi,2021-07-19,Sushi,ETH,A
4118,SNX,USDC,0.0,9e-07,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4119,SNX,sil,5.58857076,212440.14197589998,ETH,5.747229145752986,POOL,Sushi,2021-07-19,Sushi,ETH,A
4120,SNY,USDC,0.0,3.6811,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4121,SOCCER,,0,,BSC,0.0,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
4122,SOCCER,BAKE,250.06,312289.57,BSC,1108.6307116866883,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
4123,SOCKS,ETH,4.75368096,63194.8878451,ETH,4.868155611416269,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4124,SOL,LIQ,427.13,650.1382960817,SOL,6886.057647687173,POOL,Raydium,2021-07-19,Raydium,SOL,B
4125,SOL,RAY,1.05,38548789.809888996,SOL,1.0555165826435342,POOL,Raydium,2021-07-19,Raydium,SOL,B
4126,SOL,SDC,0.0,0.0081954617,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4127,SOL,SLIM,4.45,648467.1402828085,SOL,4.55021408335452,POOL,Raydium,2021-07-19,Raydium,SOL,B
4128,SOL,SOLAPE,0.0,12.2189930464,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4129,SOL,SRM,12.58,1685468.636369344,SOL,13.403075530835352,POOL,Raydium,2021-07-19,Raydium,SOL,B
4130,SOL,STEP,191.43,1012.2957339862,SOL,574.8346818730867,POOL,Raydium,2021-07-19,Raydium,SOL,B
4131,SOL,TYNA,0.0,0.07791375,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4132,SOL,USDC,5.3,90530177.34089373,SOL,5.4425588132353875,POOL,Raydium,2021-07-19,Raydium,SOL,B
4133,SOL,USDT,4.59,36460923.39268488,SOL,4.696668741106658,POOL,Raydium,2021-07-19,Raydium,SOL,B
4134,SOL,oDOP,0.0,26.3189789104,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4135,SOL,unknown,0.0,15.58275,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4136,SOLAPE,SOL,0.0,12.2189930464,SOL,0.0,POOL,Raydium,2021-07-19,Raydium,SOL,B
4137,SOLAPE,USDC,2.55,2437.263631,SOL,2.5826992553676487,POOL,Raydium,2021-07-19,Raydium,SOL,B
4138,SOLOS,ETH,0.0,1469.5687258,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4139,SOLPAD,USDT,11.06,170538.8887357609,SOL,11.69293258923998,POOL,Raydium,2021-07-19,Raydium,SOL,B
4140,SOLVE,USDC,0.31080132,527.1052983,ETH,0.3112834807066589,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4141,SON,,120.33,,FANTOM,232.4505301574045,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4142,SON,AURORA,1385.62,61.09,FANTOM,80585987.23430489,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4143,SON,BORG,334.40,257.98,FANTOM,2690.412852411647,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4144,SON,BORGDAI,1039.97,136.90,FANTOM,2840340.6456647473,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4145,SON,BTC,343.59,782.97,FANTOM,2956.418760654594,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4146,SON,CREAM,438.44,288.76,FANTOM,7712.234832314453,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4147,SON,DAI,536.88,235.89,FANTOM,20537.564318849043,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4148,SON,ETH,1048.48,177.67,FANTOM,3085333.895119851,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4149,SON,FTM,434.38,497.45,FANTOM,7405.009785319734,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4150,SON,FUSD,512.57,249.14,FANTOM,16139.689255112453,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4151,SON,ICE,2368.46,35.97,FANTOM,924977857287.2124,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4152,SON,LINK,978.82,189.94,FANTOM,1566511.1924703547,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4153,SON,OPE,8113.50,10.42,FANTOM,6.581159147866851e+33,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4154,SON,ORI,1163.01,56.70,FANTOM,9377437.374477005,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4155,SON,SUSHI,2124.21,59.50,FANTOM,92653538044.09186,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4156,SON,UBI,3936.67,11.24,FANTOM,1.7223426800316416e+18,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4157,SON,USDC,266.96,617.18,FANTOM,1329.4640152088612,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4158,SON,YFI,627.77,741.15,FANTOM,50388.23789399082,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4159,SON,ZOO,350.82,245.25,FANTOM,3183.3446737593576,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4160,SON,fUSDT,626.34,210.81,FANTOM,49683.415928642076,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4161,SONIC,ETH,0.0,0.0994857,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4162,SOTA,ETH,18.13796016,8929.816549,ETH,19.881617616921133,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4163,SOUL,BANANA,0.00,8792.39,BSC,0.0,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
4164,SOUL,ETH,6.6100467599999995,3375.3872553,ETH,6.832765121903517,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4165,SPACE,BNB,20.36,4548332.75,BSC,22.573815279371168,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
4166,SPACE,ETH,0.42239508000000003,135.3015984,ETH,0.42328597098928444,POOL,Sushi,2021-07-19,Sushi,ETH,A
4167,SPANK,ETH,16.36897884,9956.311509300001,ETH,17.78056572898208,POOL,Sushi,2021-07-19,Sushi,ETH,A
4168,SPANK,ETH,0.28187112,464.586593,ETH,0.282267658713109,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4169,SPDR,ETH,0.99589452,286599.7753842,ETH,1.0008563306622253,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4170,SPDR,USDT,0.8540424,365035.9324695,ETH,0.8576896692904068,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4171,SPELL,ETH,11.5085244,2312415.4073707,ETH,12.194872286166492,POOL,Sushi,2021-07-19,Sushi,ETH,A
4172,SPELL,USDC,0.0,0.0002153,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4173,SPHN,BNB,178.50,53190.74,BSC,493.3709030190212,FARM,https://cafeswap.finance,2021-07-19,https://cafeswap.finance,BSC,C
4174,SPI,ETH,3.8730446400000003,1905704.9240784,ETH,3.948811169095512,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4175,SPICE,USDT,0.7833421200000001,3574.454106,ETH,0.7864097995994745,POOL,Sushi,2021-07-19,Sushi,ETH,A
4176,SPIRIT,,52.56,,FANTOM,69.0834055070987,FARM,https://app.spiritswap.finance,2021-07-19,https://app.spiritswap.finance,FANTOM,B
4177,SPIRIT,,0,,FANTOM,0.0,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
4178,SPIRIT,BITB,135.48,23631.19,FANTOM,286.627628757792,FARM,https://app.spiritswap.finance,2021-07-19,https://app.spiritswap.finance,FANTOM,B
4179,SPIRIT,BNB,138.24,115421.79,FANTOM,297.40619871519,FARM,https://app.spiritswap.finance,2021-07-19,https://app.spiritswap.finance,FANTOM,B
4180,SPIRIT,DAI,131.23,488195.30,FANTOM,270.59756422126145,FARM,https://app.spiritswap.finance,2021-07-19,https://app.spiritswap.finance,FANTOM,B
4181,SPIRIT,FTM,104.40,3736916.53,FANTOM,183.6326638855987,FARM,https://app.spiritswap.finance,2021-07-19,https://app.spiritswap.finance,FANTOM,B
4182,SPORE,AVAX,18.70,226636.83,AVAX,20.556955330026703,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
4183,SPORE,PNG,57.96,210106.23,AVAX,78.4503633458467,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
4184,SPUNK,ETH,13.87844076,12705.7276342,ETH,14.88460791656616,POOL,Sushi,2021-07-19,Sushi,ETH,A
4185,SQGL,ETH,5.02826784,31897.0355281,ETH,5.156466825785011,POOL,Sushi,2021-07-19,Sushi,ETH,A
4186,SQUIG,ETH,1.7350898399999997,858.7536056,ETH,1.7501880012193771,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4187,SQUIG,ETH,0.49271244000000003,295.2629379,ETH,0.4939249218063102,POOL,Sushi,2021-07-19,Sushi,ETH,A
4188,SQUIGGLE,ETH,0.0,10.191115400000001,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
4189,SRK,ETH,17.5870374,488128.7469278,ETH,19.223299746087164,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4190,SRM,BTC,3.84,78536.4331699525,SOL,3.9144709610974937,POOL,Raydium,2021-07-19,Raydium,SOL,B
4191,SRM,ETH,5.53,113930.653795965,SOL,5.685319751502815,POOL,Raydium,2021-07-19,Raydium,SOL,B
4192,SRM,ETH,2.87175168,4594102.2976882,ETH,2.9132677818334285,POOL,Sushi,2021-07-19,Sushi,ETH,A
4193,SRM,ETH,2.8198693199999996,154996.7080035,ETH,2.859891958845928,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
4194,SRM,FTT,5.01,83486.4429485495,SOL,5.137261405884974,POOL,Raydium,2021-07-19,Raydium,SOL,B
4195,SRM,LINK,5.38,42603.2261094693,SOL,5.526934261723482,POOL,Raydium,2021-07-19,Raydium,SOL,B
4196,SRM,RAY,5.56,28881578.809169162,SOL,5.717025286386868,POOL,Raydium,2021-07-19,Raydium,SOL,B
4197,SRM,SOL,12.58,1685468.636369344,SOL,13.403075530835352,POOL,Raydium,2021-07-19,Raydium,SOL,B
4198,SRM,SUSHI,5.25,43662.3788180166,SOL,5.389858326351837,POOL,Raydium,2021-07-19,Raydium,SOL,B
4199,SRM,TOMO,8.85,49845.6077871769,SOL,9.252253264801237,POOL,Raydium,2021-07-19,Raydium,SOL,B
4200,SRM,USDC,13.53,3087899.1733398847,SOL,14.485149437614586,POOL,Raydium,2021-07-19,Raydium,SOL,B
